0.0,115.0,28.0,59.0,2021-01-01,00:00:00,4,True,False,False
0.0,176.0,22.0,40.0,2021-01-01,01:00:00,4,False,False,False
0.0,157.0,38.0,57.0,2021-01-01,02:00:00,4,True,False,False
0.0,81.0,14.0,40.0,2021-01-01,03:00:00,4,False,False,False
0.0,73.0,14.0,22.0,2021-01-01,04:00:00,4,True,False,False
0.0,133.0,12.0,57.0,2021-01-01,05:00:00,4,False,False,False
0.0,334.0,12.0,27.0,2021-01-01,06:00:00,4,False,False,False
9.0,328.0,39.0,79.0,2021-01-01,07:00:00,4,False,False,False
135.0,336.0,39.0,52.0,2021-01-01,08:00:00,4,False,False,False
54.0,109.0,39.0,45.0,2021-01-01,09:00:00,4,False,True,True
117.0,17.0,28.0,54.0,2021-01-01,10:00:00,4,False,True,False
398.0,91.0,23.0,42.0,2021-01-01,11:00:00,4,False,False,False
311.0,0.0,27.0,29.0,2021-01-01,12:00:00,4,False,False,False
390.0,74.0,39.0,57.0,2021-01-01,13:00:00,4,False,False,False
339.0,39.0,26.0,37.0,2021-01-01,14:00:00,4,False,False,True
198.0,94.0,19.0,69.0,2021-01-01,15:00:00,4,False,False,False
189.0,88.0,35.0,90.0,2021-01-01,16:00:00,4,False,False,False
100.0,210.0,37.0,63.0,2021-01-01,17:00:00,4,True,False,False
3.0,377.0,36.0,33.0,2021-01-01,18:00:00,4,False,False,False
0.0,218.0,39.0,42.0,2021-01-01,19:00:00,4,False,False,False
0.0,223.0,37.0,76.0,2021-01-01,20:00:00,4,False,False,False
0.0,400.0,21.0,51.0,2021-01-01,21:00:00,4,True,True,False
0.0,211.0,40.0,62.0,2021-01-01,22:00:00,4,False,False,False
0.0,68.0,31.0,58.0,2021-01-01,23:00:00,4,False,False,False
0.0,471.0,37.0,84.0,2021-01-02,00:00:00,5,True,False,False
0.0,483.0,22.0,63.0,2021-01-02,01:00:00,5,False,False,False
0.0,568.5,27.0,71.0,2021-01-02,02:00:00,5,False,False,False
0.0,501.0,33.0,22.0,2021-01-02,03:00:00,5,False,False,False
0.0,355.5,24.0,43.0,2021-01-02,04:00:00,5,False,False,False
0.0,456.0,35.0,36.0,2021-01-02,05:00:00,5,False,False,True
0.0,520.5,37.0,70.0,2021-01-02,06:00:00,5,False,False,False
184.0,363.0,26.0,87.0,2021-01-02,07:00:00,5,False,False,False
163.0,303.0,12.0,61.0,2021-01-02,08:00:00,5,False,False,False
171.0,562.5,20.0,32.0,2021-01-02,09:00:00,5,False,False,False
82.0,376.5,28.0,87.0,2021-01-02,10:00:00,5,False,False,False
188.0,460.5,23.0,64.0,2021-01-02,11:00:00,5,True,False,False
339.0,475.5,33.0,42.0,2021-01-02,12:00:00,5,False,False,True
374.0,523.5,32.0,35.0,2021-01-02,13:00:00,5,False,False,False
204.0,597.0,23.0,50.0,2021-01-02,14:00:00,5,False,False,False
31.5,358.5,13.0,38.0,2021-01-02,15:00:00,5,True,False,False
87.5,360.0,36.0,57.0,2021-01-02,16:00:00,5,True,True,False
94.0,367.5,17.0,81.0,2021-01-02,17:00:00,5,True,False,False
81.0,370.5,29.0,67.0,2021-01-02,18:00:00,5,True,False,True
0.0,331.5,22.0,24.0,2021-01-02,19:00:00,5,False,False,False
0.0,477.0,24.0,90.0,2021-01-02,20:00:00,5,False,False,True
0.0,310.5,31.0,64.0,2021-01-02,21:00:00,5,False,False,False
0.0,565.5,29.0,20.0,2021-01-02,22:00:00,5,False,False,False
0.0,399.0,21.0,57.0,2021-01-02,23:00:00,5,False,True,False
0.0,583.5,22.0,32.0,2021-01-03,00:00:00,6,True,False,False
0.0,468.0,15.0,58.0,2021-01-03,01:00:00,6,True,False,False
0.0,352.5,21.0,44.0,2021-01-03,02:00:00,6,False,False,False
0.0,420.0,29.0,38.0,2021-01-03,03:00:00,6,True,False,False
0.0,385.5,17.0,34.0,2021-01-03,04:00:00,6,False,False,False
0.0,408.0,16.0,31.0,2021-01-03,05:00:00,6,True,False,False
0.0,513.0,11.0,24.0,2021-01-03,06:00:00,6,False,False,False
75.0,487.5,22.0,56.0,2021-01-03,07:00:00,6,False,False,False
153.0,445.5,24.0,28.0,2021-01-03,08:00:00,6,False,True,False
79.0,513.0,34.0,43.0,2021-01-03,09:00:00,6,False,False,False
117.0,454.5,23.0,65.0,2021-01-03,10:00:00,6,False,False,False
385.0,507.0,10.0,59.0,2021-01-03,11:00:00,6,False,False,False
388.0,321.0,36.0,68.0,2021-01-03,12:00:00,6,False,True,False
168.5,534.0,24.0,80.0,2021-01-03,13:00:00,6,True,False,False
331.0,534.0,40.0,61.0,2021-01-03,14:00:00,6,False,True,False
3.0,433.5,36.0,24.0,2021-01-03,15:00:00,6,False,False,False
16.0,337.5,36.0,87.0,2021-01-03,16:00:00,6,False,False,False
8.5,424.5,34.0,48.0,2021-01-03,17:00:00,6,True,False,False
73.0,340.5,16.0,34.0,2021-01-03,18:00:00,6,False,False,False
0.0,507.0,15.0,26.0,2021-01-03,19:00:00,6,False,False,False
